miRNAs	PC3_Pellet_GFP_4.3	PC3_Pellet_CAV1_4.3	PC3_Pellet_CAV2_4.3	PC3_Pellet_CAV3_4.3	PC3_Pellet_GFP_23.3	PC3_Pellet_CAV1_23.3	PC3_Pellet_CAV2_23.3	PC3_Pellet_CAV3_23.3	PC3_Pellet_GFP_6.3	PC3_Pellet_CAV1_6.3	PC3_Pellet_CAV2_6.3	PC3_Pellet_CAV3_23.3F			
hsa-miR-3668-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3136-5p	0	0	0	0	2	0	0	0	0	0	1	0			
hsa-miR-516a-2-3p	0	1	0	0	0	0	0	0	0	0	1	0			
hsa-miR-3160-2-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-301a-3p	13	17	5	10	32	8	22	9	13	10	8	14			
hsa-miR-6789-3p	0	0	0	1	0	0	1	0	0	0	0	0			
hsa-miR-191-3p	7	16	4	8	11	12	19	3	13	2	14	4			
hsa-miR-520d-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-548l-5p	2	0	0	0	2	0	0	0	2	0	1	0			
hsa-miR-224-5p	2	6	0	1	5	3	7	1	6	7	1	1			
hsa-miR-1302-3-3p	0	0	0	0	0	0	1	0	0	0	0	0			
hsa-miR-4419b-3p	0	0	0	0	1	3	1	0	0	0	0	0			
hsa-miR-642a-3p	0	2	0	0	1	0	0	0	0	0	0	1			
hsa-miR-3153-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4520-2-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-550a-3-5p	1	5	1	6	3	0	4	4	3	3	0	1			
hsa-miR-582-5p	4	11	1	0	4	8	6	2	6	4	7	3			
hsa-miR-6803-3p	0	1	0	0	0	1	0	0	0	1	2	0			
hsa-miR-548h-1-5p	0	1	0	0	2	0	0	0	1	0	0	0			
hsa-miR-659-5p	2	6	3	3	5	2	2	1	3	2	1	2			
hsa-miR-615-3p	147	426	31	234	167	77	114	159	605	150	166	83			
hsa-miR-6812-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6125-3p	0	1	0	0	0	0	0	2	2	0	0	1			
hsa-miR-6753-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4666b-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-412-5p	0	0	1	0	0	1	0	0	0	0	0	0			
hsa-miR-100-5p	140741	370633	217741	262111	151489	203216	161522	338817	273964	162441	244108	250991			
hsa-miR-1258-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-155-5p	0	0	0	0	0	0	0	0	1	0	0	3			
hsa-miR-133a-1-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-654-3p	0	2	3	3	0	2	5	2	2	0	10	2			
hsa-miR-4444-1-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6859-3-5p	0	0	0	1	0	0	0	1	1	0	0	1			
hsa-miR-7975-3p	0	0	0	1	0	0	0	0	0	0	1	0			
hsa-miR-4485-5p	1	0	1	0	3	0	3	0	5	0	0	1			
hsa-miR-1247-3p	21	40	3	25	9	0	0	18	15	11	1	13			
hsa-miR-1258-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4448-3p	27	12	11	29	9	14	11	5	3	8	3	4			
hsa-miR-1224-3p	0	3	0	1	0	2	0	0	0	0	0	0			
hsa-miR-6742-3p	0	1	1	1	0	0	5	1	2	2	1	0			
hsa-miR-29b-2-5p	1	4	2	5	5	3	10	1	8	1	4	4			
hsa-miR-6084-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-548ak-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6733-5p	2	0	0	3	1	0	1	3	1	0	1	0			
hsa-miR-584-3p	1	0	0	2	1	0	1	1	1	0	1	2			
hsa-miR-4454-5p	62	228	57	96	155	186	324	138	97	54	295	157			
hsa-miR-378h-5p	1	12	3	12	10	10	9	11	4	5	5	4			
hsa-miR-363-3p	47	8	1	4	87	0	3	5	108	4	0	9			
hsa-miR-7153-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-627-3p	0	0	0	0	0	0	1	1	1	1	4	2			
hsa-miR-7974-3p	131	197	62	313	73	156	92	160	553	205	212	223			
hsa-miR-641-3p	0	1	0	0	0	0	1	3	2	1	1	0			
hsa-miR-1305-3p	0	0	0	0	0	0	0	0	1	0	1	0			
hsa-miR-5187-3p	0	0	0	0	0	1	0	0	0	0	0	0			
hsa-miR-4762-5p	0	0	0	0	0	0	1	0	0	0	0	0			
hsa-miR-4755-3p	0	0	0	1	0	0	0	0	0	0	0	1			
hsa-miR-6895-3p	0	1	0	0	2	1	0	0	0	0	0	0			
hsa-miR-4642-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4728-3p	1	1	1	1	0	2	4	0	0	2	0	2			
hsa-miR-219a-1-5p	3	3	1	0	1	0	0	0	0	2	0	1			
hsa-miR-6715b-3p	0	0	0	1	0	0	0	0	0	0	0	0			
hsa-miR-4435-2-5p	0	0	1	0	1	0	1	1	1	0	1	1			
hsa-miR-3657-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-103a-1-3p	3258	7679	3216	4653	24421	5602	20085	3562	4536	3372	2653	4662			
hsa-miR-4429-5p	1	3	1	1	2	1	2	0	1	1	1	0			
hsa-miR-623-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-640-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6084-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3191-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-98-3p	17	21	4	6	18	13	18	34	34	7	35	28			
hsa-miR-130a-3p	50	77	22	52	176	52	76	42	80	35	48	61			
hsa-miR-548h-4-5p	0	1	0	0	2	0	0	0	1	0	0	0			
hsa-miR-3129-5p	0	0	1	0	1	0	2	0	0	0	0	0			
hsa-miR-28-3p	158	411	156	328	330	177	237	186	273	137	124	133			
hsa-miR-6724-3-5p	1	4	1	1	5	1	1	0	5	4	2	0			
hsa-miR-15b-3p	99	182	51	95	138	60	107	115	160	113	133	94			
hsa-miR-128-1-3p	1559	5955	944	3183	1615	2142	1846	3622	5468	3010	3587	2547			
hsa-miR-548an-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-921-5p	0	0	0	0	0	1	0	0	0	0	0	0			
hsa-miR-4443-5p	1	4	0	2	2	0	1	0	0	0	1	0			
hsa-miR-3157-5p	0	0	0	0	0	0	1	0	0	0	0	1			
hsa-miR-3162-5p	0	0	0	0	0	0	0	0	1	0	0	0			
hsa-miR-548z-3p	0	0	0	0	0	0	0	0	0	0	1	0			
hsa-miR-6862-1-5p	0	2	0	0	0	1	0	0	0	0	0	0			
hsa-miR-3135a-3p	0	2	1	3	1	1	2	1	12	0	3	0			
hsa-miR-323a-3p	0	1	1	4	0	1	0	2	1	1	3	0			
hsa-miR-5586-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1184-3-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-5706-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-135a-1-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-205-3p	6	8	0	1	16	2	11	7	4	1	2	2			
hsa-miR-4802-3p	0	2	1	0	0	0	1	0	0	0	0	0			
hsa-miR-4254-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-7856-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4748-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4775-5p	2	1	0	0	0	0	1	0	0	0	0	0			
hsa-miR-142-5p	0	0	0	0	0	0	0	1	0	0	0	2			
hsa-miR-548aj-2-3p	1	2	0	1	2	0	3	3	1	0	1	1			
hsa-miR-3165-5p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-381-3p	2	8	2	9	1	3	2	9	6	4	12	10			
hsa-miR-130b-3p	12	18	1	20	57	14	26	16	20	9	14	14			
hsa-miR-6759-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-767-5p	0	0	0	0	1	0	0	0	0	0	0	0			
hsa-miR-4521-5p	173	216	102	173	370	185	319	160	187	126	183	167			
hsa-miR-6746-3p	0	0	0	0	0	0	0	1	1	0	0	0			
hsa-miR-6752-3p	0	0	0	0	0	1	0	0	0	0	0	0			
hsa-miR-92a-2-3p	7365	8710	4351	6794	15280	5960	8154	5772	13495	2989	5966	4407			
hsa-miR-505-3p	13	47	14	29	62	39	46	21	40	12	31	19			
hsa-miR-6132-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4434-5p	0	0	0	0	0	1	0	0	0	0	0	0			
hsa-miR-3133-3p	0	0	1	0	1	0	0	1	0	1	0	1			
hsa-miR-514a-1-5p	0	0	0	0	0	0	0	0	0	1	0	0			
hsa-miR-296-3p	1	5	2	1	4	3	5	0	2	1	1	1			
hsa-miR-3655-3p	2	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3619-3p	0	0	0	2	0	0	1	0	0	0	0	0			
hsa-miR-580-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-545-5p	0	0	0	0	0	0	0	0	1	0	0	0			
hsa-miR-3942-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1244-3-5p	0	0	0	1	0	0	1	0	0	0	1	0			
hsa-miR-4420-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-548ar-5p	2	1	0	1	1	0	0	3	1	0	0	1			
hsa-miR-2278-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-548ah-3p	0	4	1	1	0	2	0	0	3	2	5	3			
hsa-miR-503-5p	254	440	83	274	679	129	250	203	269	147	110	224			
hsa-miR-5095-5p	1	11	3	6	2	5	6	6	15	4	13	4			
hsa-miR-6087-5p	3	5	4	0	1	2	3	2	6	2	3	1			
hsa-miR-655-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-8065-5p	0	0	0	0	0	0	0	0	2	0	0	0			
hsa-miR-4661-3p	1	0	0	0	1	0	0	0	1	0	0	0			
hsa-miR-4794-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-30b-3p	0	4	3	5	7	2	7	1	2	2	0	4			
hsa-miR-944-3p	1	0	0	1	0	0	0	1	1	2	0	0			
hsa-miR-144-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6732-3p	0	1	0	0	0	1	1	2	0	0	0	0			
hsa-miR-6893-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6741-5p	0	0	1	0	0	0	0	0	0	0	0	0			
hsa-miR-6889-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-526b-5p	0	0	0	0	0	0	0	0	0	1	0	0			
hsa-miR-379-5p	0	3	1	4	4	0	3	2	1	2	1	1			
hsa-miR-6775-3p	0	0	0	1	1	1	2	0	1	0	0	0			
hsa-miR-194-1-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4307-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-429-3p	4190	6668	1426	2631	4470	4796	4582	6221	12370	5704	11208	7762			
hsa-miR-520c-3p	0	0	0	0	0	0	0	0	2	0	1	0			
hsa-miR-6724-4-5p	1	4	1	1	5	1	1	0	5	4	2	0			
hsa-miR-553-3p	0	3	0	2	0	1	0	1	1	0	1	0			
hsa-miR-5579-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-185-3p	4	14	6	9	7	9	7	8	25	6	13	6			
hsa-miR-513b-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6840-3p	1	1	0	1	0	0	0	0	2	0	0	1			
hsa-miR-32-5p	122	355	45	139	322	155	223	155	322	156	207	296			
hsa-miR-1297-3p	0	0	0	0	0	0	1	1	1	0	0	0			
hsa-miR-1265-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4517-5p	2	3	0	1	3	2	3	2	0	2	1	3			
hsa-miR-3141-5p	0	0	0	0	0	0	0	0	2	0	0	0			
hsa-miR-203b-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-548aw-5p	0	0	0	0	0	0	0	0	0	0	0	1			
hsa-miR-4782-5p	0	0	0	0	0	0	1	0	0	0	0	0			
hsa-miR-301b-5p	1	0	1	0	1	2	2	0	4	0	1	0			
hsa-miR-6734-3p	0	0	0	0	1	0	0	0	0	0	0	0			
hsa-miR-3130-1-5p	0	0	0	0	1	0	0	0	0	0	0	0			
hsa-miR-1268a-3p	1	0	5	0	2	2	1	0	0	0	1	0			
hsa-miR-3618-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-941-1-3p	34	77	58	74	34	66	51	59	53	34	37	57			
hsa-miR-6871-5p	0	0	0	0	0	0	1	0	0	0	0	0			
hsa-miR-106a-3p	0	0	0	0	1	0	0	0	0	0	0	0			
hsa-miR-6866-3p	0	0	0	0	0	0	0	1	0	0	0	0			
hsa-miR-5088-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3191-5p	0	0	0	0	2	0	0	0	0	0	0	0			
hsa-miR-5002-5p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4771-1-5p	2	0	1	0	1	0	0	0	0	0	0	0			
hsa-miR-4520-1-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-505-5p	1	1	1	0	3	3	2	1	3	0	1	0			
hsa-miR-4440-5p	1	0	0	1	0	0	0	1	0	0	0	0			
hsa-miR-6737-3p	1	0	0	0	4	2	0	0	3	0	0	0			
hsa-miR-3171-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-210-5p	3	0	1	1	1	2	4	2	1	0	3	1			
hsa-miR-6829-3p	0	0	0	0	0	0	0	0	0	1	0	1			
hsa-miR-378e-3p	12	56	15	23	40	23	20	34	27	14	32	28			
hsa-miR-4449-3p	0	0	0	1	0	0	1	0	0	0	1	0			
hsa-miR-3158-2-3p	4	10	2	6	8	3	7	5	0	3	6	11			
hsa-miR-3663-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-127-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6894-3p	0	1	2	1	2	0	0	0	0	1	0	0			
hsa-miR-6866-5p	4	5	0	4	4	4	1	2	5	3	5	1			
hsa-miR-22-3p	2786	9376	2500	4283	10315	6035	9460	4968	6714	3608	3747	7470			
hsa-miR-3198-1-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3180-3-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-31-3p	20	31	8	25	34	28	13	22	44	22	23	33			
hsa-miR-3684-3p	0	0	1	0	0	1	1	0	0	0	0	1			
hsa-miR-8078-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4785-3p	0	1	0	0	1	1	1	0	0	1	0	0			
hsa-miR-4420-3p	0	0	0	0	0	0	0	1	0	0	0	0			
hsa-miR-6721-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4445-5p	0	0	0	0	0	0	0	0	0	0	1	0			
hsa-miR-633-5p	0	0	0	0	1	0	0	0	0	1	0	0			
hsa-miR-8485-5p	1	1	0	1	0	2	0	1	1	0	1	3			
hsa-miR-892b-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-548w-5p	0	1	0	1	0	0	1	0	0	1	0	0			
hsa-miR-599-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6777-5p	0	1	0	0	0	0	0	0	0	0	1	0			
hsa-miR-520c-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6724-2-5p	1	4	1	1	5	1	1	0	5	4	2	0			
hsa-miR-876-5p	0	1	0	0	0	1	0	0	1	0	1	3			
hsa-miR-4258-5p	0	0	0	0	0	0	0	1	0	0	0	0			
hsa-miR-4765-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6799-3p	0	3	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6807-5p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4741-3p	0	1	2	1	1	1	1	0	0	2	1	0			
hsa-miR-1304-3p	5	12	9	12	10	14	10	8	11	5	8	6			
hsa-miR-892a-3p	0	0	1	0	0	0	1	0	0	0	0	2			
hsa-miR-548b-5p	0	2	1	0	1	1	2	0	1	0	0	1			
hsa-miR-7155-3p	1	0	0	1	0	0	1	0	2	0	1	2			
hsa-miR-559-3p	0	1	0	0	0	0	1	0	1	0	1	1			
hsa-miR-34b-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6887-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-548aa-2-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4518-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3611-5p	0	0	0	0	0	0	1	0	0	0	0	0			
hsa-miR-9-2-5p	63	114	30	80	98	37	59	166	125	65	59	158			
hsa-miR-6793-3p	0	0	0	0	0	0	0	1	0	0	0	0			
hsa-miR-4760-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-548o-3p	28	63	12	57	18	31	14	48	50	47	52	47			
hsa-miR-335-3p	138	251	123	286	133	121	150	243	307	141	468	315			
hsa-miR-1294-3p	0	0	0	0	1	0	0	0	0	0	0	0			
hsa-miR-1229-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-548t-5p	0	0	0	0	0	0	0	0	1	0	0	0			
hsa-miR-30d-3p	21	59	14	25	17	26	11	31	79	20	46	28			
hsa-miR-6727-5p	0	0	0	0	0	0	0	0	0	1	0	0			
hsa-miR-3128-5p	0	0	0	0	0	0	0	1	0	0	0	1			
hsa-miR-548f-5-3p	0	0	1	0	2	1	0	1	0	0	0	0			
hsa-miR-4789-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4739-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3690-2-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-187-5p	0	0	0	0	0	0	0	0	0	0	1	0			
hsa-miR-3922-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4771-2-5p	2	0	1	0	1	0	0	0	0	0	0	0			
hsa-miR-4746-5p	3	9	0	2	5	7	1	0	4	0	5	3			
hsa-miR-548aa-1-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-125a-5p	1246	4075	1451	2674	7359	2721	4348	2207	2966	1641	1075	2895			
hsa-miR-4700-5p	0	0	0	0	0	0	0	0	0	1	0	0			
hsa-miR-362-5p	64	99	36	51	101	78	88	47	44	47	35	60			
hsa-miR-497-5p	2	6	1	4	12	4	10	7	10	2	7	4			
hsa-miR-605-3p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1537-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3620-3p	0	1	0	2	0	1	2	0	1	1	0	0			
hsa-miR-4492-3p	1	0	0	1	0	0	1	0	1	0	0	0			
hsa-miR-7161-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3662-3p	0	8	2	3	2	2	3	1	3	2	3	0			
hsa-miR-4289-5p	0	0	0	0	1	0	0	0	0	0	0	0			
hsa-miR-4473-3p	1	2	0	0	0	2	0	0	7	1	0	0			
hsa-miR-6510-3p	10	40	12	23	7	28	17	31	27	15	15	30			
hsa-miR-26a-2-5p	8148	25670	3646	8011	28240	8200	10865	11258	18983	12627	6750	11749			
hsa-miR-541-3p	0	0	0	0	0	0	0	0	1	0	0	0			
hsa-miR-5583-1-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3940-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-330-5p	18	24	11	10	35	30	34	32	45	12	20	23			
hsa-miR-548x-2-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1911-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-934-5p	19	12	41	13	36	114	208	43	18	16	130	39			
hsa-miR-4430-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-128-2-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1249-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-let-7f-1-5p	11281	35833	16506	23498	82993	18276	43296	12766	24047	12638	15566	16425			
hsa-miR-548o-2-3p	28	63	12	57	18	31	14	48	50	47	52	47			
hsa-miR-27a-3p	5704	16485	3852	7944	12994	9762	9624	12847	13780	6006	10120	11910			
hsa-miR-325-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4655-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6511b-1-5p	0	2	1	1	1	0	0	0	1	1	0	1			
hsa-miR-371a-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3188-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-874-3p	24	57	18	27	22	30	38	29	15	26	38	26			
hsa-miR-188-5p	4	8	1	1	2	7	10	5	4	0	10	7			
hsa-miR-642a-5p	0	2	1	0	1	0	1	0	0	0	0	0			
hsa-miR-5699-3p	0	0	0	0	1	0	0	0	0	0	1	0			
hsa-miR-4449-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3118-2-3p	0	0	0	0	0	1	0	0	1	0	0	0			
hsa-miR-6854-5p	0	0	0	0	1	0	0	0	0	0	1	0			
hsa-miR-3132-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3179-4-5p	0	0	0	0	0	0	1	0	0	0	0	0			
hsa-miR-8054-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1224-5p	1	6	4	9	11	4	12	6	3	3	1	4			
hsa-miR-6719-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-378d-1-3p	61	177	37	99	175	77	97	149	115	59	121	119			
hsa-miR-4667-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3180-5-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4533-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-515-2-5p	0	0	0	0	0	0	0	0	0	1	0	0			
hsa-miR-4315-1-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-516b-2-3p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1245b-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6778-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1246-5p	45	178	9	140	79	281	102	54	138	42	114	49			
hsa-miR-550a-3-3p	2	1	0	1	2	0	0	0	1	1	0	0			
hsa-miR-3908-3p	0	1	0	3	3	3	3	4	2	2	1	1			
hsa-miR-374a-5p	63	141	39	78	101	68	53	102	109	67	51	123			
hsa-miR-519a-2-5p	0	2	0	0	0	0	0	0	0	0	0	1			
hsa-miR-4770-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-335-5p	18	39	12	24	96	30	66	24	29	12	33	50			
hsa-miR-212-5p	4	9	4	8	7	7	2	1	5	3	5	3			
hsa-miR-7-2-3p	0	0	0	0	0	0	0	0	0	0	1	0			
hsa-miR-374c-5p	1	1	0	1	1	2	1	3	3	1	2	4			
hsa-miR-23b-3p	212	566	160	332	1005	257	653	223	321	200	227	260			
hsa-miR-7854-3p	0	1	0	1	0	0	0	0	2	0	0	0			
hsa-miR-143-3p	6	29	7	19	5	6	7	8	13	9	2	18			
hsa-miR-320c-2-3p	29	64	27	51	88	37	79	20	44	16	33	33			
hsa-miR-4745-5p	0	0	0	0	1	0	0	0	0	0	1	1			
hsa-miR-6165-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-7155-5p	0	0	1	0	0	0	0	0	0	0	0	0			
hsa-miR-411-5p	0	2	0	1	3	1	3	0	0	1	0	6			
hsa-miR-1206-5p	0	0	0	0	0	0	0	1	0	0	0	0			
hsa-miR-1306-5p	0	3	3	4	4	10	4	2	5	0	0	2			
hsa-miR-4330-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-548f-1-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6074-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6087-3p	11	22	8	25	10	35	23	16	51	5	32	6			
hsa-miR-641-5p	8	9	6	9	10	8	4	4	8	7	3	9			
hsa-miR-219a-2-3p	0	0	0	0	0	0	0	0	1	0	0	0			
hsa-miR-492-5p	0	0	0	1	0	0	2	0	2	0	0	0			
hsa-miR-518e-5p	0	1	0	0	0	0	0	0	0	0	2	0			
hsa-miR-658-3p	0	0	0	0	1	1	0	0	0	0	0	0			
hsa-miR-520f-3p	0	0	0	2	0	1	0	0	0	0	0	0			
hsa-miR-3917-3p	0	2	0	0	0	0	0	1	1	0	0	0			
hsa-miR-7855-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6724-3-3p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3139-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6757-5p	0	0	0	0	0	0	1	0	0	0	0	0			
hsa-miR-3177-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-550a-2-5p	1	7	1	8	5	0	5	4	3	3	1	2			
hsa-miR-1244-2-3p	0	0	0	0	0	0	0	0	0	0	2	0			
hsa-miR-6810-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-1303-5p	9	13	8	10	77	14	104	5	2	5	2	3			
hsa-miR-1185-2-3p	0	0	1	0	0	0	0	0	0	0	0	0			
hsa-miR-624-3p	0	0	0	1	1	0	1	0	0	0	0	0			
hsa-miR-4722-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-148b-3p	2066	4022	1411	2738	2928	1620	1433	3074	4464	2954	2599	3872			
hsa-miR-548ai-5p	0	0	0	0	0	0	1	1	0	0	0	0			
hsa-miR-6893-3p	0	0	0	0	0	0	0	0	1	0	0	0			
hsa-miR-381-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3179-3-5p	0	0	0	0	0	0	1	0	0	0	0	0			
hsa-miR-4459-5p	1	3	0	1	0	0	2	0	7	1	0	5			
hsa-miR-135b-3p	16	20	10	13	18	16	19	7	20	5	11	5			
hsa-miR-6861-3p	0	1	0	1	0	0	0	1	0	0	0	0			
hsa-miR-5581-3p	0	0	0	0	0	0	0	0	1	1	0	0			
hsa-let-7g-5p	5434	22354	6488	10934	37630	10520	26153	6579	11632	7061	8443	8824			
hsa-miR-1282-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-509-3-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4516-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6503-3p	0	0	0	0	0	0	1	0	0	0	0	0			
hsa-miR-891b-5p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-4469-3p	0	0	0	0	0	0	0	0	0	0	0	0			
hsa-miR-3155a-5p	0	0	0	0	0	2	1	0	1	0	1	1			
hsa-miR-3666-3p	0	0	0	0	0	0	1	0	0	0	0	0			
hsa-miR-346-5p	0	1	0	0	0	0	0	0	0	0	0	0			
hsa-miR-6769b-3p	0	2	1	0	1	1	0	0	1	1	0	1			
hsa-miR-2276-5p	0	0	0	0	0	0	0	0	0	0	0	1			
