miRNAs	10_S10	11_S11	12_S12	13_S13	14_S14	15_S15	16_S16	17_S17	18_S18	19_S19	1_S1	20_S20	21_S21	22_S22	23_S23	24_S24	25_S25	26_S26	27_S27	28_S28	29_S29	2_S2	30_S30	31_S31	32_S32	33_S33	34_S34	35_S35	36_S36	37_S37	38_S38	39_S39	3_S3	40_S40	41_S41	42_S42	43_S43	44_S44	45_S45	46_S46	47_S47	48_S48	49_S49	4_S4	50_S50	51_S51	52_S52	53_S53	54_S54	5_S5	6_S6	7_S7	8_S8	9_S9
hsa-miR-513c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4326-5p	43	120	24	85	78	36	5	3	4	12	43	10	3	1	0	7	1	0	0	7	4	101	19	0	5	0	2	2	2	0	1	2	70	0	0	0	1	1	1	0	0	0	0	51	2	0	1	1	0	0	0	79	60	102
hsa-miR-6735-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	3	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-5001-5p	1	4	4	3	0	0	1	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	3	0	0	0	2	0	0	0	3	0	0
hsa-miR-589-5p	204	208	86	190	140	94	189	84	34	85	98	70	9	38	12	17	29	2	1	64	18	185	60	47	95	46	88	71	57	51	72	70	235	54	42	57	87	69	57	63	51	47	38	155	69	9	3	93	19	1	2	223	114	230
hsa-miR-675-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-524-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-125b-2-5p	748	348	202	458	391	295	566	461	107	489	433	145	17	74	14	23	72	7	5	302	83	586	260	2285	8795	3362	4837	12267	6011	12482	5276	4381	2046	2955	3905	5623	1150	1862	2393	1748	2178	1856	2087	1406	2426	267	11	8478	757	11	14	777	669	585
hsa-miR-3150b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-6751-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
hsa-miR-6780a-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6783-5p	0	1	1	0	0	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	2
hsa-miR-449c-5p	74	98	23	153	76	32	11	12	4	19	143	6	6	3	1	8	2	0	1	19	8	206	13	6	5	2	8	6	2	6	0	7	175	5	1	2	2	2	0	1	4	1	0	109	2	0	2	1	3	0	0	123	179	241
hsa-miR-6750-3p	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
hsa-miR-105-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-320d-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6891-5p	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-892b-3p	0	0	0	0	0	0	1	1	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-95-3p	184	85	53	187	115	74	56	39	25	28	171	44	17	15	3	4	15	1	1	33	12	399	57	65	152	47	86	74	76	68	112	163	232	63	126	101	232	145	143	113	157	116	138	138	190	32	4	142	48	0	1	255	190	225
hsa-miR-4421-5p	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548f-3-3p	36	60	47	44	47	31	6	9	3	13	35	23	7	2	2	2	3	0	0	6	5	64	10	3	5	3	3	3	3	2	3	5	30	8	4	6	13	12	1	2	1	5	4	24	6	0	1	2	3	0	0	29	17	42
hsa-miR-6843-3p	3	3	2	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-6515-3p	3	4	2	6	2	2	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	2	1	1	1	3	2	2	1	1	1	4	0	2	0	3	3	1	1	4	3	1	5	4	0	0	0	1	0	0	7	2	4
hsa-miR-3664-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	2	0	0	0	0	0	0	1	0	3	0	0	0	4	5	1	0	0	2	4	1	5	0	0	3	1	0	0	0	2	0
hsa-miR-4536-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4744-5p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-4797-5p	2	4	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0	0
hsa-miR-4753-3p	0	1	0	0	2	0	1	0	0	0	2	0	0	0	0	1	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6842-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
hsa-miR-892a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7-1-5p	5485	53958	21519	21112	20114	5966	5766	3534	1332	6402	7641	1919	1993	3187	299	2358	2758	71	56	4172	617	7979	3893	990	2343	911	3298	648	918	1288	847	3008	8497	1599	4634	1417	1784	1536	1052	560	802	558	827	4760	1500	160	146	1989	762	23	77	7981	5141	9955
hsa-miR-3159-3p	17	8	3	17	6	4	22	32	4	33	16	10	6	21	4	18	27	3	0	58	12	14	71	5	16	6	7	17	9	21	14	16	26	4	13	23	3	1	2	1	1	4	5	25	0	0	0	6	3	0	0	15	15	16
hsa-miR-3126-3p	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-129-1-5p	60	66	34	63	42	33	134	70	56	34	36	105	13	18	12	6	13	0	0	18	8	152	23	2	5	1	6	8	2	6	4	9	60	4	9	6	50	13	50	27	8	7	14	46	15	1	0	43	6	1	0	75	58	55
hsa-miR-652-5p	18	16	7	42	17	23	1	1	0	2	18	0	0	0	0	0	1	0	0	0	0	4	0	4	5	0	0	5	2	5	1	0	32	2	1	2	1	0	0	0	0	0	0	25	0	0	0	0	0	0	0	33	6	33
hsa-miR-4635-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-5587-3p	1	1	1	4	5	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	3	2	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	6	0	0	0	0	0	0	0	5	1	4
hsa-miR-1468-5p	4	5	1	11	1	1	6	3	4	10	2	0	1	1	0	2	5	2	0	2	1	12	28	1	3	1	0	5	1	0	0	1	11	1	0	0	5	0	3	2	0	1	0	5	1	0	0	6	1	0	0	18	10	5
hsa-miR-132-3p	210	177	122	258	185	151	147	110	44	77	229	46	10	54	6	11	35	0	0	94	14	304	78	18	28	7	16	45	22	25	24	28	392	16	9	24	47	21	21	15	39	23	23	282	27	10	2	64	6	0	2	256	234	264
hsa-miR-499b-3p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5006-3p	2	1	1	3	2	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1
hsa-miR-6512-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-588-3p	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2
hsa-miR-4668-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	1
hsa-miR-766-5p	2	5	1	0	1	1	0	2	0	1	0	3	0	0	0	0	0	0	0	2	0	4	0	1	0	0	0	0	0	1	1	2	1	0	0	0	0	0	1	0	0	0	0	2	4	0	0	2	0	0	0	2	4	3
hsa-miR-5689-3p	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	2	1	0	0	0	0	1	2	1	2	3	3	1	1	4	4	0	2	0	1	0	0	1	3	0	2	3	0	2	0	0	1	3	0	0	0	1	1
hsa-miR-548z-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1288-3p	0	2	2	3	3	1	2	0	0	2	1	4	1	0	0	0	1	0	0	1	1	6	3	0	0	0	2	0	0	0	0	0	3	0	0	2	5	0	1	0	1	0	0	2	0	0	0	1	0	0	0	3	3	4
hsa-miR-6787-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	1	2	0	1	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-1302-1-5p	1	3	2	5	2	5	1	4	0	0	1	0	0	0	1	0	1	0	0	1	1	1	5	1	0	1	1	1	1	0	1	1	5	0	1	2	1	2	0	2	1	0	1	1	1	0	0	2	0	0	0	1	3	0
hsa-miR-4444-2-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-891a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-19a-5p	7	0	0	0	1	3	0	0	0	1	1	3	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-6791-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5708-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3916-3p	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-92b-5p	11	25	12	26	21	16	1	1	2	2	23	4	3	2	0	0	0	0	0	2	2	30	4	6	2	5	14	4	11	11	9	7	25	2	13	7	4	4	7	7	4	1	2	11	6	0	0	10	5	0	1	26	26	18
hsa-miR-6507-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-6130-3p	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-653-5p	5	9	3	9	6	2	0	1	0	0	4	2	1	0	0	1	1	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	8	0	0	1	0	0	0	1	10	5	8
hsa-miR-6815-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-192-5p	1129	1634	382	1486	992	562	192	238	134	1541	995	190	249	166	48	117	204	11	1	197	74	2199	247	584	1358	312	885	814	489	417	848	1244	1235	644	632	798	955	591	427	657	918	931	429	1119	743	137	18	570	214	2	5	1396	1155	1511
hsa-miR-933-3p	1	4	2	2	0	3	0	3	0	1	6	2	0	1	0	0	1	0	0	2	0	6	0	0	1	1	0	0	0	1	0	0	3	0	0	1	2	0	0	1	0	1	0	4	0	0	0	1	0	0	0	2	4	5
hsa-miR-7152-3p	0	0	0	0	3	0	0	1	0	2	0	0	0	0	0	1	0	1	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-6874-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-1233-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-361-3p	430	634	194	753	490	212	87	71	63	108	482	67	48	20	2	37	43	4	3	89	22	958	103	322	412	176	324	262	164	240	343	408	839	347	187	274	220	355	268	196	300	164	211	496	455	69	6	164	144	0	0	794	459	841
hsa-miR-6730-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-548al-3p	3	0	1	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	1	0	1	1	2	2	0	1	3	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	3	4	2
hsa-miR-122-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-92a-1-3p	49547	34390	18546	39895	39611	32899	29826	13552	11458	13738	32037	21370	3468	3320	1204	2414	3133	595	135	26534	3940	65853	10400	7436	8799	4408	6868	15511	6022	8250	5810	13616	85043	3028	6026	4433	8993	4468	2838	2037	3587	4015	1781	59478	2534	1857	517	11667	1619	162	270	85661	55984	64644
hsa-miR-627-5p	1	1	0	1	1	1	4	6	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	1	2	0	0	1	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0	2	0	0	0	2	0	0	0	1	1	0
hsa-miR-3130-2-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-612-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-101-2-3p	15790	6574	6985	11135	14346	10926	2774	1649	1422	2288	10256	2313	958	682	297	442	734	96	26	1940	835	16381	1811	2344	3559	1581	2430	3684	2355	2557	4280	7549	12967	3887	4363	4896	3541	2760	1279	1110	1696	1616	1348	10371	1621	879	123	2178	1414	310	46	11174	10796	13516
hsa-miR-4532-5p	1	0	0	0	0	0	5	7	9	4	0	3	8	0	4	1	3	0	0	6	7	0	15	63	32	8	15	10	11	6	12	99	0	24	47	6	3	0	3	5	2	2	0	1	0	0	0	9	0	0	0	1	0	0
hsa-miR-423-3p	14402	16210	3614	19079	13280	6954	7307	5544	2390	4456	13266	2985	1740	1427	361	1041	1928	191	24	6742	999	13126	5172	1867	5025	1679	2856	4072	3064	4086	1797	2169	38344	1438	1331	1596	1144	868	1458	1086	832	983	685	23175	965	174	147	3102	376	15	50	23403	17065	23195
hsa-miR-449b-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
hsa-miR-501-5p	84	132	73	190	131	46	11	11	6	12	133	8	7	4	0	11	4	1	1	20	4	136	11	8	13	5	3	7	6	13	5	8	153	7	4	4	2	4	7	0	14	1	3	103	8	1	0	9	2	1	2	134	108	159
hsa-miR-548c-5p	1	2	0	1	1	2	4	1	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	4	0	0	0	2	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	2
hsa-miR-1273d-5p	3	4	0	3	1	2	11	11	2	8	1	10	3	9	2	6	6	4	0	10	3	1	24	2	4	2	2	5	0	5	5	4	5	0	2	1	1	0	1	1	0	1	1	3	2	0	0	0	1	0	0	7	2	3
hsa-miR-506-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-146b-5p	1231	1296	431	2025	1402	929	319	246	174	258	1686	210	174	127	24	111	164	5	5	272	40	2261	298	450	788	337	507	737	535	531	354	574	2393	368	222	405	688	371	401	216	655	286	273	1256	459	121	31	326	248	2	11	2343	1941	2961
hsa-miR-3118-3-3p	21	3	3	17	6	15	26	3	4	7	2	4	0	1	1	0	1	0	1	2	2	15	4	0	0	0	0	0	1	0	0	1	43	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	52	19	34
hsa-miR-6797-5p	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0
hsa-miR-6513-5p	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-635-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-485-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0
hsa-miR-23a-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	5	2	3	6	3	4	4	6	1	1	3	0	0	2	1	0	0	1	1	1	0	0	0	6	1	0	0	1	3	0
hsa-miR-4324-3p	0	2	0	4	3	0	1	5	1	1	2	0	0	1	0	0	0	1	0	2	0	1	2	5	32	7	18	43	24	33	25	19	9	17	22	17	5	2	7	5	10	6	5	3	13	1	0	27	3	0	0	5	4	3
hsa-miR-6511b-2-5p	2	4	0	3	5	2	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	4	0	0	2	1	1	1	0	0	0	1	2	1	0	1	0	0	1	1	0	0	1	2	1	0	0	1	0	0	0	0	2	1
hsa-miR-3651-5p	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	2	0	1
hsa-miR-6827-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-548t-3p	17	4	11	3	10	3	4	8	0	11	14	1	5	6	0	4	2	0	0	12	4	7	10	0	1	0	0	2	0	0	0	0	34	0	2	1	2	0	0	2	2	2	0	11	2	0	0	1	1	0	0	7	17	6
hsa-miR-6832-5p	3	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
hsa-miR-5690-3p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6855-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-3142-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6788-3p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
hsa-miR-517c-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3199-1-5p	4	3	0	0	0	2	1	2	1	2	1	0	0	1	0	1	0	0	0	1	0	2	0	0	1	0	0	1	0	1	0	0	4	0	0	1	0	0	1	1	0	0	1	5	1	0	0	2	0	0	0	1	1	1
hsa-miR-16-2-5p	2249	1624	2625	2868	3385	3884	827	760	76	795	1719	63	32	151	11	64	128	6	7	320	41	554	236	151	563	104	288	1430	243	734	212	241	4623	212	157	723	203	155	220	131	219	174	152	3861	289	39	9	723	84	3	11	2486	1305	1852
hsa-miR-508-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-3155b-3p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7851-5p	1	1	0	1	1	0	15	15	4	7	0	2	1	4	2	9	6	0	0	18	1	0	16	1	3	0	4	6	6	8	0	9	3	2	1	1	1	0	0	0	0	0	0	3	1	0	0	1	1	0	0	1	1	1
hsa-miR-1229-3p	2	6	1	5	2	2	0	0	0	0	4	0	1	1	0	2	0	0	0	3	0	1	2	1	0	0	0	1	0	1	0	0	2	0	0	1	0	0	0	1	3	0	0	3	0	0	0	0	1	0	0	1	1	6
hsa-miR-455-5p	444	140	112	399	320	320	31	31	40	48	343	41	11	14	5	4	9	2	1	29	15	580	41	57	99	12	86	90	32	24	117	85	445	68	39	118	64	87	28	31	95	22	25	356	91	9	3	12	28	0	1	468	417	418
hsa-miR-3935-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	2	0	0	0	1	2	0	1	0	0	0	5	1	1	0	0	1	0	2	0	0	0	0	0	0
hsa-miR-4539-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3197-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4802-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
